Journal_Id,2017,2018,2019,2020,2021,All_Years
8,0.0,0.0,0.0,0.0,0.0,False
10,0.0,0.0,0.0,0.0,0.0,False
55,0.0,0.0,0.0,0.0,0.0,False
57,0.0,0.0,0.0,0.0,0.0,False
62,0.0,0.0,0.0,0.0,0.0,False
64,0.0,0.0,0.0,0.0,0.0,False
68,0.0,0.0,0.0,0.0,0.0,False
70,0.0,0.0,0.0,0.0,0.0,False
184,0.0,0.0,0.0,0.0,0.0,False
185,0.0,0.0,0.0,0.0,0.0,False
186,0.0,0.0,0.0,0.0,0.0,False
215,0.0,0.0,0.0,0.0,0.0,False
271,0.0,0.0,0.0,0.0,0.0,False
403,0.0,0.0,0.0,0.0,0.0,False
404,0.0,0.0,0.0,0.0,0.0,False
409,0.0,0.0,0.0,0.0,0.0,False
430,0.0,0.0,0.0,0.0,0.0,False
431,0.0,0.0,0.0,0.0,0.0,False
457,0.0,0.0,0.0,0.0,0.0,False
477,0.0,0.0,0.0,0.0,0.0,False
609,0.0,0.0,0.0,0.0,0.0,False
624,0.0,0.0,0.0,0.0,0.0,False
651,0.0,0.0,0.0,0.0,0.0,False
669,0.0,0.0,0.0,0.0,0.0,False
683,0.0,0.0,0.0,0.0,0.0,False
691,0.0,0.0,0.0,0.0,0.0,False
704,0.0,0.0,0.0,0.0,0.0,False
706,0.0,0.0,0.0,0.0,0.0,False
712,0.0,0.0,0.0,0.0,0.0,False
715,0.0,0.0,0.0,0.0,0.0,False
735,0.0,0.0,0.0,0.0,0.0,False
742,0.0,0.0,0.0,0.0,0.0,False
758,0.0,0.0,0.0,0.0,0.0,False
765,0.0,0.0,0.0,0.0,0.0,False
769,0.0,0.0,0.0,0.0,0.0,False
772,0.0,0.0,0.0,0.0,0.0,False
790,0.0,0.0,0.0,0.0,0.0,False
795,0.0,0.0,0.0,0.0,0.0,False
798,0.0,0.0,0.0,0.0,0.0,False
855,0.0,0.0,0.0,0.0,0.0,False
864,0.0,0.0,0.0,0.0,0.0,False
907,0.0,0.0,0.0,0.0,0.0,False
910,0.0,0.0,0.0,0.0,0.0,False
963,0.0,0.0,0.0,0.0,0.0,False
991,0.0,0.0,0.0,0.0,0.0,False
1001,0.0,0.0,0.0,0.0,0.0,False
1024,0.0,0.0,0.0,0.0,0.0,False
1050,0.0,0.0,0.0,0.0,0.0,False
1060,0.0,0.0,0.0,0.0,0.0,False
1123,0.0,0.0,0.0,0.0,0.0,False
1161,0.0,0.0,0.0,0.0,0.0,False
1231,0.0,0.0,0.0,0.0,0.0,False
1241,0.0,0.0,0.0,0.0,0.0,False
1254,0.0,0.0,0.0,0.0,0.0,False
1273,0.0,0.0,0.0,0.0,0.0,False
1288,0.0,1.0,0.0,0.0,0.0,True
1292,0.0,0.0,0.0,0.0,0.0,False
1316,0.0,0.0,0.0,0.0,0.0,False
1442,0.0,0.0,0.0,0.0,0.0,False
1486,0.0,0.0,0.0,0.0,0.0,False
1496,0.0,0.0,0.0,0.0,0.0,False
1601,0.0,0.0,0.0,0.0,0.0,False
1618,0.0,0.0,0.0,0.0,0.0,False
1664,0.0,0.0,0.0,0.0,0.0,False
1675,0.0,0.0,0.0,0.0,0.0,False
